City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Diebougou,BF,10.9667,-3.25,76.69,76,100,4.38,overcast clouds
350,Carauari,BR,-4.8828,-66.8958,74.26,95,80,1.05,broken clouds
351,Hofn,IS,64.2539,-15.2082,39.83,95,100,18.75,overcast clouds
352,Monrovia,LR,6.3005,-10.7969,77.31,86,85,3.85,light rain
353,Sehwan,PK,26.4279,67.863,85.82,29,5,5.06,clear sky
354,Bayir,TR,37.2687,28.2167,47.23,38,0,2.82,clear sky
355,Inuvik,CA,68.3499,-133.7218,26.46,84,78,11.01,broken clouds
356,Pangnirtung,CA,66.1451,-65.7125,35.11,74,64,3.62,broken clouds
357,Canutama,BR,-6.5339,-64.3831,76.17,83,100,2.91,overcast clouds
358,Ketchikan,US,55.3422,-131.6461,44.58,75,75,3.44,broken clouds
359,Basco,PH,20.4487,121.9702,82.42,81,100,15.1,overcast clouds
360,Calvinia,ZA,-31.4707,19.776,57.42,22,0,6.17,clear sky
361,Hervey Bay,AU,-25.2986,152.8535,77.04,56,100,10.0,overcast clouds
362,Kimberley,ZA,-28.7323,24.7623,61.61,50,4,13.04,clear sky
363,Cap Malheureux,MU,-19.9842,57.6142,73.89,80,12,3.0,few clouds
364,Coihaique,CL,-45.5752,-72.0662,40.95,70,20,2.3,few clouds
365,Rawson,AR,-43.3002,-65.1023,50.49,48,6,17.52,clear sky
366,Marihatag,PH,8.7936,126.2969,85.53,68,100,3.24,overcast clouds
367,Manosque,FR,43.8288,5.7869,53.02,83,0,6.02,clear sky
368,Nouakchott,MR,18.0858,-15.9785,78.73,78,66,9.91,broken clouds
369,Tilichiki,RU,60.4667,166.1,30.13,67,100,16.8,overcast clouds
370,Kajaani,FI,64.2273,27.7285,51.85,76,90,13.8,light rain
371,Sayansk,RU,54.1088,102.1648,42.39,56,36,3.76,scattered clouds
372,Daman,IN,20.4167,72.85,85.37,75,82,5.48,broken clouds
373,Ewa Beach,US,21.3156,-158.0072,80.55,60,20,18.01,few clouds
374,Obihiro,JP,42.9172,143.2044,56.12,64,98,5.03,overcast clouds
375,Omsukchan,RU,62.5333,155.8,18.27,82,58,3.85,broken clouds
376,Vila,PT,42.0304,-8.1588,55.92,71,0,3.76,clear sky
377,Aksu,CN,41.1231,80.2644,60.57,37,12,6.33,few clouds
378,Kidal,ML,18.4411,1.4078,82.09,15,0,11.86,clear sky
379,Presidente Epitacio,BR,-21.7633,-52.1156,73.0,90,100,2.55,overcast clouds
380,Bambanglipuro,ID,-7.95,110.2833,81.59,60,78,10.11,broken clouds
381,Manturovo,RU,58.3353,44.7619,34.27,91,34,4.18,scattered clouds
382,Srandakan,ID,-7.9386,110.2506,81.37,60,78,9.78,broken clouds
383,Verkhnyaya Inta,RU,65.9811,60.3094,42.51,88,100,20.22,overcast clouds
384,San Juan,AR,-31.5375,-68.5364,51.4,36,4,3.06,clear sky
385,Raudeberg,NO,61.9875,5.1352,48.87,93,100,1.99,overcast clouds
386,Manacapuru,BR,-3.2997,-60.6206,77.58,69,100,2.55,overcast clouds
387,Lagoa,PT,39.05,-27.9833,70.36,86,100,14.18,overcast clouds
388,Bayanday,RU,53.0661,105.5139,43.18,38,48,5.86,scattered clouds
389,Sikasso,ML,10.9167,-7.0,73.99,78,58,2.17,broken clouds
390,Nayoro,JP,44.3506,142.4578,57.9,51,96,7.9,overcast clouds
391,Faanui,PF,-16.4833,-151.75,78.73,73,6,12.15,clear sky
392,Sonoita,MX,31.85,-112.8333,77.52,46,31,5.3,scattered clouds
393,Envira,BR,-7.3,-70.2167,71.04,97,81,2.15,broken clouds
394,Bubaque,GW,11.2833,-15.8333,82.4,73,68,3.76,broken clouds
395,Alta Floresta,BR,-9.8756,-56.0861,71.85,94,93,1.99,overcast clouds
396,Vostok,RU,46.4856,135.8833,51.75,48,46,8.01,scattered clouds
397,Marsh Harbour,BS,26.5412,-77.0636,82.81,75,13,14.29,few clouds
398,Belaya Gora,RU,68.5333,146.4167,30.07,57,91,7.18,overcast clouds
399,Nagorsk,RU,59.3172,50.8078,33.51,87,45,4.05,scattered clouds
400,Singkang,MY,2.1006,102.7994,87.85,59,100,9.53,overcast clouds
401,Maun,BW,-19.9833,23.4167,74.62,49,98,3.62,overcast clouds
402,Calvia,ES,39.5657,2.5062,59.07,86,6,4.29,clear sky
403,Thunder Bay,CA,48.4001,-89.3168,57.29,92,1,2.59,clear sky
404,Krasnyy Chikoy,RU,50.3643,108.7512,48.36,57,97,2.64,overcast clouds
405,Grindavik,IS,63.8424,-22.4338,45.07,70,90,24.16,overcast clouds
406,Caravelas,BR,-17.7125,-39.2481,72.21,93,37,2.04,scattered clouds
407,Bernay,FR,49.1667,0.6667,54.64,93,95,3.89,overcast clouds
408,Seydisehir,TR,37.4193,31.8453,43.11,71,0,3.98,clear sky
409,North Platte,US,41.1239,-100.7654,62.26,75,1,5.01,clear sky
410,Havoysund,NO,70.9963,24.6622,41.23,69,100,17.16,overcast clouds
411,Awjilah,LY,29.1081,21.2869,64.58,53,0,2.95,clear sky
412,Rio Gallegos,AR,-51.6226,-69.2181,39.25,81,0,14.97,clear sky
413,Wabag,PG,-5.4781,143.7021,64.35,75,100,3.58,overcast clouds
414,Kununurra,AU,-15.7667,128.7333,102.18,22,40,9.22,scattered clouds
415,Acajutla,SV,13.5928,-89.8275,80.67,78,57,4.83,broken clouds
416,Wukari,NG,7.85,9.7833,73.71,95,85,7.56,overcast clouds
417,Hofu,JP,34.05,131.5667,80.47,68,0,10.54,clear sky
418,Zhaotong,CN,27.3167,103.7167,58.5,93,100,5.48,overcast clouds
419,Mingguang,CN,32.7802,117.9638,65.66,85,100,14.07,light rain
420,Luau,AO,-10.7073,22.2247,64.22,93,100,3.24,overcast clouds
421,Mildura,AU,-34.2,142.15,66.07,36,31,11.48,scattered clouds
422,Poya,NC,-21.35,165.15,78.76,49,0,13.35,clear sky
423,Fortuna,US,40.5982,-124.1573,51.98,71,20,1.99,few clouds
424,Lorengau,PG,-2.0226,147.2712,83.03,75,27,3.85,scattered clouds
425,Manokwari,ID,-0.8667,134.0833,80.74,78,100,8.77,overcast clouds
426,Talara,PE,-4.5772,-81.2719,65.82,84,71,16.22,broken clouds
427,Nishihara,JP,26.1842,127.7558,82.06,89,75,9.22,broken clouds
428,Asyut,EG,27.181,31.1837,67.21,65,0,9.35,clear sky
429,Pangody,RU,65.85,74.4859,44.04,85,100,21.16,overcast clouds
430,Kangaatsiaq,GL,68.3065,-53.4641,33.67,59,100,11.81,overcast clouds
431,Garden City,US,42.3256,-83.331,66.15,94,90,1.01,mist
432,Marystown,CA,47.1666,-55.1483,52.86,100,67,12.66,broken clouds
433,Marquette,US,46.5333,-87.6335,56.77,86,1,5.17,clear sky
434,Yumen,CN,40.2833,97.2,57.34,33,6,10.58,clear sky
435,Chicama,PE,-7.8447,-79.1469,64.26,84,56,5.21,broken clouds
436,Thinadhoo,MV,0.5333,72.9333,83.89,73,94,10.83,overcast clouds
437,Luangwa,ZM,-15.6167,30.4167,71.08,58,38,3.36,scattered clouds
438,Ambon,ID,-3.6954,128.1814,77.14,100,40,3.44,scattered clouds
439,Santa Rosalia,MX,27.3167,-112.2833,80.98,41,9,4.81,clear sky
440,Stornoway,GB,58.2093,-6.3865,58.96,94,90,24.16,light rain
441,Tessalit,ML,20.1986,1.0114,80.96,16,19,9.44,few clouds
442,Caceres,ES,39.522,-6.3748,58.8,68,0,4.0,clear sky
443,Superior,US,46.7208,-92.1041,59.76,97,90,3.44,fog
444,Ancud,CL,-41.8697,-73.8203,42.33,67,0,5.14,clear sky
445,Ola,RU,59.5833,151.2833,32.81,38,4,2.62,clear sky
446,Shache,CN,38.4167,77.2406,64.76,31,0,2.68,clear sky
447,Cockburn Town,TC,21.4612,-71.1419,82.99,75,5,21.9,clear sky
448,San Nicolas,PH,18.1725,120.5953,81.88,77,100,5.37,moderate rain
449,Garmsar,IR,35.2182,52.3409,69.12,38,7,5.66,clear sky
450,Shubarshi,KZ,48.5872,57.1869,37.09,46,0,9.24,clear sky
451,Mokhsogollokh,RU,61.4681,128.9203,36.97,50,33,9.33,scattered clouds
452,Egvekinot,RU,66.3167,-179.1667,24.57,86,99,12.73,overcast clouds
453,Pereira Barreto,BR,-20.6383,-51.1092,78.66,59,93,7.87,overcast clouds
454,Mawlaik,MM,23.6333,94.4167,91.83,53,6,1.92,clear sky
455,Amga,RU,60.8953,131.9608,33.51,90,98,6.35,light snow
456,Pasinler,TR,39.9803,41.6764,31.19,74,9,2.66,clear sky
457,Flinders,AU,-34.5833,150.8552,87.21,44,0,16.04,clear sky
458,Muromtsevo,RU,56.3724,75.2418,38.41,84,86,9.31,overcast clouds
459,Anadyr,RU,64.75,177.4833,36.1,87,40,4.0,scattered clouds
460,Borogontsy,RU,62.6683,131.1683,36.27,55,97,8.34,light rain
461,Ilebo,CD,-4.3167,20.5833,68.4,99,82,0.96,broken clouds
462,Erenhot,CN,43.6475,111.9767,53.73,43,59,7.36,broken clouds
463,Eyemouth,GB,55.8713,-2.0901,59.85,92,100,5.99,overcast clouds
464,Mayya,RU,61.7333,130.2811,36.72,46,43,9.37,scattered clouds
465,Richards Bay,ZA,-28.783,32.0377,64.42,88,84,6.33,broken clouds
466,Lithakia,GR,37.7167,20.8333,72.68,78,75,13.8,broken clouds
467,Nyurba,RU,63.2842,118.3319,32.25,83,100,11.95,light snow
468,Ulefoss,NO,59.2838,9.2646,48.94,91,100,1.79,overcast clouds
469,North Bay,CA,46.3168,-79.4663,55.15,82,0,1.01,clear sky
470,Namibe,AO,-15.1961,12.1522,60.6,87,22,7.83,few clouds
471,Zhuhai,CN,22.2769,113.5678,89.78,70,20,21.85,few clouds
472,Kalanguy,RU,51.0167,116.5167,45.14,41,2,15.23,clear sky
473,Raga,SS,8.4596,25.678,69.44,83,93,4.29,overcast clouds
474,Nadym,RU,65.5333,72.5167,44.89,83,81,19.44,broken clouds
475,Imbituba,BR,-28.24,-48.6703,62.82,90,100,14.65,overcast clouds
476,Anito,PH,12.4497,125.2886,86.94,66,100,11.18,overcast clouds
477,Seymchan,RU,62.8833,152.4333,25.92,50,19,2.39,few clouds
478,Walvis Bay,NA,-22.9575,14.5053,55.09,90,61,2.66,broken clouds
479,Poltavka,RU,54.3663,71.7632,39.99,69,66,12.91,broken clouds
480,Quatre Cocos,MU,-20.2078,57.7625,73.51,76,1,4.88,clear sky
481,Jiangyou,CN,31.7667,104.7167,65.52,88,100,2.33,overcast clouds
482,Oxford,GB,51.7522,-1.256,57.9,91,99,7.02,overcast clouds
483,Inverness,GB,57.4791,-4.224,57.18,97,20,1.99,few clouds
484,Kaspiyskiy,RU,45.3929,47.3707,51.48,53,98,20.24,overcast clouds
485,Deogarh,IN,21.5333,84.7333,85.57,68,90,0.45,overcast clouds
486,Palomares,MX,17.15,-95.0667,73.2,94,92,7.83,overcast clouds
487,Sakaiminato,JP,35.55,133.2333,76.96,62,0,6.31,clear sky
488,Grand Gaube,MU,-20.0064,57.6608,73.8,80,10,3.0,clear sky
489,Port-Cartier,CA,50.0334,-66.8654,46.74,66,55,5.19,broken clouds
490,Nacimiento,CL,-37.5,-72.6667,47.53,61,0,5.17,clear sky
491,Belle Glade,US,26.6845,-80.6676,84.18,85,64,7.96,broken clouds
492,Yelandur,IN,12.0667,77.0333,76.35,76,100,2.55,overcast clouds
493,High Level,CA,58.5169,-117.136,35.71,100,90,3.44,light rain
494,Newport,GB,51.5877,-2.9984,60.46,92,100,6.98,overcast clouds
495,Strezhevoy,RU,60.7333,77.5889,39.18,89,100,12.3,overcast clouds
496,Svetlyy,RU,54.675,20.1347,51.85,57,100,12.12,overcast clouds
497,Katima Mulilo,NA,-17.5,24.2667,69.48,42,24,3.13,few clouds
498,Uberlandia,BR,-18.9186,-48.2772,75.4,55,60,7.76,broken clouds
499,Bukama,CD,-9.2,25.85,72.0,88,84,2.71,broken clouds
500,Bilma,NE,18.6853,12.9164,76.98,19,0,8.95,clear sky
501,Dingle,PH,10.9995,122.6711,87.58,68,83,3.87,broken clouds
502,Ryotsu,JP,38.0833,138.4333,69.66,63,16,3.96,few clouds
503,Bereda,ES,43.2686,-7.5406,54.41,100,9,1.19,clear sky
504,Vila Velha,BR,-20.3297,-40.2925,71.55,100,90,2.3,mist
505,Severobaykalsk,RU,55.65,109.3167,37.31,49,53,6.67,broken clouds
506,Makakilo City,US,21.3469,-158.0858,79.12,61,75,8.05,broken clouds
507,Santa Cruz De La Palma,ES,28.6835,-17.7642,71.74,73,90,6.91,overcast clouds
508,Gushikawa,JP,26.3544,127.8686,81.99,89,20,13.8,moderate rain
509,Komsomolskiy,UZ,40.4272,71.7189,53.02,66,98,0.0,overcast clouds
510,Deer Lake,CA,49.1667,-57.4316,44.15,90,5,3.53,clear sky
511,Manali,IN,13.1667,80.2667,87.89,68,68,11.14,broken clouds
512,Davila,PH,18.4726,120.5763,81.64,78,100,7.92,moderate rain
513,Nanae,JP,41.8833,140.6833,58.53,64,98,6.08,overcast clouds
514,Oranjemund,NA,-28.55,16.4333,57.67,71,0,6.96,clear sky
515,Kankan,GN,10.3854,-9.3057,73.2,86,71,1.32,broken clouds
516,Guarapari,BR,-20.6667,-40.4975,71.49,93,92,7.47,overcast clouds
517,Mahanje,TZ,-9.9333,35.3333,64.06,59,95,1.34,overcast clouds
518,Pitimbu,BR,-7.4706,-34.8086,75.79,85,30,12.75,scattered clouds
519,Bulungu,CD,-4.55,18.6,68.23,93,79,1.72,broken clouds
520,Mayo,US,38.8876,-76.5119,68.56,91,20,3.0,few clouds
521,Jati,PK,24.3539,68.2671,85.75,62,15,7.11,few clouds
522,Kassala,SD,15.451,36.4,80.62,65,89,7.7,overcast clouds
523,Kalmunai,LK,7.4167,81.8167,84.87,70,80,7.29,broken clouds
524,Yeniseysk,RU,58.4497,92.1703,33.44,96,100,8.14,snow
525,Praia Da Vitoria,PT,38.7333,-27.0667,72.75,98,100,7.58,overcast clouds
526,Yulara,AU,-25.2406,130.9889,80.44,29,0,6.91,clear sky
527,Orkney,ZA,-26.9802,26.6727,63.55,62,6,9.55,clear sky
528,Hvide Sande,DK,56.0045,8.1294,44.89,83,48,10.71,scattered clouds
529,Saint Anthony,US,45.0205,-93.218,68.94,77,75,1.99,broken clouds
530,Talaya,RU,61.3833,152.75,17.83,72,39,2.77,scattered clouds
531,Half Moon Bay,US,37.4636,-122.4286,61.12,70,40,8.05,scattered clouds
532,Namatanai,PG,-3.6667,152.4333,85.05,66,87,2.77,overcast clouds
533,Kautokeino,NO,69.0125,23.0412,37.65,92,100,11.48,overcast clouds
534,Presidente Medici,BR,-11.1753,-61.9014,77.74,71,21,2.01,few clouds
535,Mariinsk,RU,56.2139,87.7472,38.08,64,100,12.77,overcast clouds
536,Jurado,CO,7.1053,-77.7641,76.08,93,100,1.92,light rain
537,New Plymouth,NZ,-39.0667,174.0833,61.05,93,100,6.15,overcast clouds
538,Bongandanga,CD,1.5,21.05,69.75,90,98,0.65,overcast clouds
539,Saint-Georges,GD,12.0564,-61.7485,81.77,80,24,15.64,few clouds
540,Fukue,JP,32.6881,128.8419,77.56,59,0,4.54,clear sky
541,Smoky Lake,CA,54.1169,-112.4686,40.48,66,70,7.45,broken clouds
542,Kamyaran,IR,34.7956,46.9355,48.15,46,0,1.19,clear sky
543,Avera,US,33.194,-82.5271,72.72,94,94,6.04,overcast clouds
544,Auki,SB,-8.7676,160.7034,85.12,68,81,2.93,broken clouds
545,Ambunti,PG,-4.2365,142.8448,88.43,57,94,2.04,overcast clouds
546,Altay,CN,47.8667,88.1167,33.98,42,6,3.83,clear sky
547,Touros,BR,-5.1989,-35.4608,77.9,83,19,15.84,few clouds
548,Jacksonville,US,30.3322,-81.6556,80.06,87,75,0.0,fog
549,Tahta,EG,26.7693,31.5021,67.75,58,0,9.17,clear sky
550,Tondon,GN,10.3667,-13.35,71.15,97,93,1.14,overcast clouds
551,Akkermanovka,RU,51.2467,58.2391,37.2,65,6,1.03,clear sky
552,Ostersund,SE,63.1792,14.6357,45.05,100,40,5.75,scattered clouds
553,Pueblo Nuevo,MX,23.3833,-105.3833,55.22,88,3,6.71,clear sky
554,Dauphin,CA,51.1494,-100.0502,74.88,27,100,14.32,overcast clouds
555,Angoche,MZ,-16.2325,39.9086,76.37,70,37,12.24,scattered clouds
556,Oktyabrskoye,RU,43.0645,44.7417,39.34,100,100,8.95,overcast clouds
557,Chapais,CA,49.7834,-74.8492,49.8,89,81,4.07,broken clouds
558,Siverek,TR,37.755,39.3167,56.01,37,0,6.15,clear sky
559,Romitan,UZ,39.9343,64.3814,44.55,42,0,16.11,clear sky
560,Inhambane,MZ,-23.865,35.3833,71.22,70,97,11.39,overcast clouds
561,Puerto Ayacucho,VE,5.6639,-67.6236,76.51,90,93,4.38,overcast clouds
562,Poso,ID,-1.3959,120.7524,87.84,59,71,6.35,broken clouds
563,Saint-Junien,FR,45.8833,0.9,46.98,95,56,2.06,broken clouds
564,Malindi,KE,-3.2175,40.1191,78.49,72,86,11.88,overcast clouds
565,Nanyang,CN,32.9947,112.5328,56.39,80,100,11.52,overcast clouds
566,Naze,JP,28.3667,129.4833,77.95,77,100,14.88,light rain
567,Mounana,GA,-1.4085,13.1586,69.22,98,64,1.23,broken clouds
568,Nanortalik,GL,60.1432,-45.2371,37.78,54,85,4.83,overcast clouds
569,Bhor,IN,18.1667,73.85,79.48,77,99,5.21,overcast clouds
570,Ariquemes,BR,-9.9133,-63.0408,75.42,80,61,0.85,broken clouds
571,Huanan,CN,46.2167,130.5167,57.79,41,79,5.37,broken clouds
572,Ranong,TH,9.9658,98.6348,78.08,90,100,15.32,overcast clouds
573,Verkhnevilyuysk,RU,63.4453,120.3167,32.72,79,100,11.05,overcast clouds
574,Sibolga,ID,1.7427,98.7792,85.03,64,93,5.44,light rain
575,Letka,RU,59.6011,49.4232,34.05,91,26,4.68,scattered clouds
576,Hailar,CN,49.2,119.7,52.25,43,57,14.32,broken clouds
577,Along,IN,28.1667,94.7667,85.41,59,35,0.76,scattered clouds
578,Hadejia,NG,12.4498,10.0444,79.05,28,38,5.19,scattered clouds
579,Statesboro,US,32.4488,-81.7832,75.0,94,90,0.0,overcast clouds
580,Qasigiannguit,GL,68.8193,-51.1922,21.45,78,100,5.7,overcast clouds
581,Guerrero Negro,MX,27.9769,-114.0611,70.3,76,29,13.65,scattered clouds
582,Cristobal Obregon,MX,16.35,-93.5333,74.46,95,99,4.16,overcast clouds
583,Shimanovsk,RU,52.0,127.7,40.53,84,100,7.27,overcast clouds
584,Buchanan,LR,5.8808,-10.0467,75.83,91,75,4.52,light rain
585,Pangoa,PE,-12.1167,-73.0,68.58,88,87,0.81,overcast clouds
586,Zabol,AF,32.25,67.25,65.19,9,0,3.71,clear sky
587,Gallup,US,35.5281,-108.7426,49.84,81,1,0.0,clear sky
588,Hassleholm,SE,56.1591,13.7664,47.44,93,2,1.48,clear sky
589,Koshurnikovo,RU,54.1667,93.3,36.5,77,59,5.08,broken clouds
590,Faya,SA,18.3851,42.4509,63.12,38,17,5.32,few clouds
591,Dubbo,AU,-32.25,148.6167,73.53,38,40,16.11,scattered clouds
592,Alexandroupoli,GR,40.8475,25.8744,53.42,76,20,9.22,few clouds
593,Guanay,BO,-15.4975,-67.8797,71.29,98,86,1.39,overcast clouds
594,Les Cayes,HT,18.2,-73.75,78.58,85,70,2.42,broken clouds
595,Eureka,US,40.8021,-124.1637,52.25,74,100,1.01,overcast clouds
596,Celestun,MX,20.8667,-90.4,80.28,81,73,11.59,broken clouds
597,Vieste,IT,41.8825,16.175,62.98,84,97,6.11,overcast clouds
598,Sinnamary,GF,5.3833,-52.95,79.54,86,100,8.5,overcast clouds
599,Nome,US,64.5011,-165.4064,42.87,81,90,0.0,light rain
600,Katobu,ID,-4.9408,122.5276,92.14,44,37,1.72,scattered clouds
601,Ilheus,BR,-14.7889,-39.0494,70.11,89,6,1.36,clear sky
602,Talcahuano,CL,-36.7167,-73.1167,49.68,87,0,4.61,clear sky
603,Chengde,CN,40.9725,117.9361,58.62,63,45,1.25,scattered clouds
604,Mao,ES,39.8885,4.2658,64.96,68,90,6.91,overcast clouds
605,Padang,ID,-0.9492,100.3543,86.05,69,94,5.68,overcast clouds
606,Christchurch,NZ,-43.5333,172.6333,71.33,56,100,7.0,overcast clouds
607,San Ignacio,BZ,17.1561,-89.0714,75.34,94,0,0.0,clear sky
608,Aswan,EG,24.0934,32.907,72.55,39,0,6.87,clear sky
609,Jinxi,CN,30.4323,116.2922,79.47,59,20,7.96,few clouds
610,Dongsheng,CN,39.8161,109.9776,53.37,53,0,4.97,clear sky
611,Dubti,ET,11.7361,41.0853,88.07,45,50,4.07,scattered clouds
612,Sistranda,NO,63.7256,8.834,50.9,81,66,33.98,broken clouds
613,Rosa Zarate,EC,0.3333,-79.4667,72.07,91,99,2.33,light rain
614,Mezen,RU,65.8522,44.24,46.26,74,100,14.0,overcast clouds
615,Byron Bay,AU,-28.65,153.6167,84.31,47,35,15.77,scattered clouds
616,Salacgriva,LV,57.7536,24.3581,44.91,68,97,17.76,overcast clouds
617,Juneau,US,58.3019,-134.4197,42.8,89,90,6.91,light rain
618,Acapulco,MX,16.8634,-99.8901,80.04,84,73,4.88,broken clouds
619,Kumluca,TR,36.3703,30.2869,68.14,39,0,5.28,clear sky
620,Muros,ES,42.7762,-9.0603,66.83,94,18,4.29,few clouds
621,Yenagoa,NG,4.9247,6.2642,74.23,96,100,3.15,overcast clouds
622,Javanrud,IR,34.7961,46.5172,60.93,45,0,0.47,clear sky
623,Tezu,IN,27.9167,96.1667,87.24,54,0,3.87,clear sky
624,Nara,JP,34.6851,135.8049,81.7,53,22,0.69,few clouds
625,Tsaratanana,MG,-16.7833,47.65,75.65,62,48,1.23,scattered clouds
626,Mbaiki,CF,3.8678,17.9892,70.27,99,100,1.14,light rain
627,Tegh,AM,39.5579,46.4772,38.1,97,100,3.78,overcast clouds
628,Lodwar,KE,3.1191,35.5973,83.43,42,95,9.53,overcast clouds
629,Lashio,MM,22.9333,97.75,80.29,67,91,0.4,overcast clouds
630,Demerval Lobao,BR,-5.3583,-42.6764,81.81,37,91,2.48,overcast clouds
631,Berlevag,NO,70.8578,29.0864,41.0,74,94,16.2,overcast clouds
632,Komarov,CZ,49.8065,13.8564,48.76,92,81,3.11,broken clouds
633,Baykit,RU,61.67,96.37,35.98,96,100,8.08,light rain
634,Samarai,PG,-10.6167,150.6667,82.76,73,89,9.93,overcast clouds
635,Gonbad-E Qabus,IR,37.25,55.1672,66.2,77,100,5.35,overcast clouds
636,Sayyan,YE,15.1718,44.3244,61.65,42,7,3.56,clear sky
637,Pozo Colorado,PY,-23.4923,-58.7972,70.43,86,78,8.99,broken clouds
638,Chalus,IR,36.655,51.4204,62.02,91,100,10.4,overcast clouds
639,Praia,CV,14.9215,-23.5087,79.34,83,75,6.91,broken clouds
640,Coruripe,BR,-10.1256,-36.1756,73.85,86,32,7.25,scattered clouds
641,Arteaga,MX,18.4667,-102.4167,65.79,94,91,2.28,overcast clouds
642,Llangefni,GB,53.2556,-4.3106,60.73,94,90,13.8,overcast clouds
643,Kinshasa,CD,-4.3246,15.3215,75.76,81,65,0.87,broken clouds
644,Ibra,OM,22.6906,58.5334,79.79,67,5,2.8,clear sky
645,Atikokan,CA,48.7555,-91.6216,57.99,90,0,6.62,clear sky
646,Doba,TD,8.65,16.85,71.65,93,87,3.53,overcast clouds
647,Cervo,ES,43.6702,-7.4101,51.19,87,21,7.27,few clouds
648,Urumqi,CN,43.801,87.6005,32.95,93,75,11.18,mist
649,Zhangjiakou,CN,40.81,114.8794,57.09,52,23,2.48,few clouds
650,Ciudad Bolivar,VE,8.1222,-63.5497,78.13,83,39,9.19,scattered clouds
651,Buala,SB,-8.145,159.5921,85.35,70,24,7.31,light rain
652,Melfi,IT,40.9965,15.6514,54.5,90,86,5.14,overcast clouds
653,Zhanaozen,KZ,43.3,52.8,44.56,55,100,20.69,overcast clouds
654,Mahesana,IN,23.6,72.4,87.35,65,99,3.98,overcast clouds
