City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
233,Rancho Veloz,CU,2021-09-28 19:29:35,22.8806,-80.3917,84.69,63,39,11.9
234,Dustlik,UZ,2021-09-28 19:29:36,40.5247,68.0358,61.84,39,15,1.97
235,Guanica,PR,2021-09-28 19:28:26,17.9716,-66.908,88.48,77,16,10.31
236,Inhambane,MZ,2021-09-28 19:29:36,-23.865,35.3833,73.38,88,20,9.22
237,Pinawa,CA,2021-09-28 19:29:37,50.1489,-95.8811,83.73,30,6,5.5
238,Handan,CN,2021-09-28 19:29:37,36.6006,114.4678,61.36,84,0,6.76
239,Castro,BR,2021-09-28 19:27:48,-24.7911,-50.0119,83.62,34,97,6.02
240,Kushima,JP,2021-09-28 19:29:38,31.4583,131.2333,74.7,87,88,9.35
241,Cidreira,BR,2021-09-28 19:25:36,-30.1811,-50.2056,69.57,84,100,13.82
242,Axams,AT,2021-09-28 19:29:38,47.2081,11.2869,54.37,84,40,6.91
243,Manono,CD,2021-09-28 19:29:39,-7.3,27.4167,73.56,77,73,6.98
244,Diego De Almagro,CL,2021-09-28 19:29:39,-26.3667,-70.05,88.41,9,46,18.75
245,Novyy Urengoy,RU,2021-09-28 19:29:39,66.0833,76.6333,33.73,71,24,4.38
246,San Jose,US,2021-09-28 19:26:52,37.3394,-121.895,74.89,43,1,1.99
247,Kotido,UG,2021-09-28 19:29:40,2.9806,34.1331,74.32,62,96,7.87
248,Hare Bay,CA,2021-09-28 19:29:40,48.8499,-54.0148,61.95,55,69,14.0
249,Vila Velha,BR,2021-09-28 19:29:41,-20.3297,-40.2925,80.96,68,20,16.11
250,Santa Cruz,BO,2021-09-28 19:29:16,-17.8,-63.1667,91.45,49,40,20.71
251,Cabedelo,BR,2021-09-28 19:29:41,-6.9811,-34.8339,81.27,73,11,19.35
252,Pampierstad,ZA,2021-09-28 19:29:42,-27.7832,24.6877,76.33,17,99,7.47
253,Ornskoldsvik,SE,2021-09-28 19:29:42,63.2909,18.7153,51.62,87,90,12.66
254,Kremenki,RU,2021-09-28 19:29:42,54.885,37.1261,43.7,85,71,1.7
255,Ambam,CM,2021-09-28 19:29:43,2.3833,11.2833,69.04,99,49,3.13
256,Bantogon,PH,2021-09-28 19:29:43,6.5333,124.0333,78.44,74,100,3.96
257,Comodoro Rivadavia,AR,2021-09-28 19:25:01,-45.8667,-67.5,66.06,22,20,16.11
258,Grindavik,IS,2021-09-28 19:29:02,63.8424,-22.4338,39.15,93,75,31.07
259,Zemio,CF,2021-09-28 19:29:44,5.0314,25.1361,69.78,98,100,2.1
260,San Andres,CO,2021-09-28 19:29:41,12.5847,-81.7006,87.82,74,75,11.5
261,Teodoro Sampaio,BR,2021-09-28 19:29:45,-22.5325,-52.1675,99.0,20,75,6.49
262,Tasiilaq,GL,2021-09-28 19:24:56,65.6145,-37.6368,35.76,56,100,7.65
263,Limbang,MY,2021-09-28 19:29:45,4.75,115.0,78.06,97,88,1.92
264,Douglas,US,2021-09-28 19:26:35,41.3,-96.167,93.74,41,1,3.0
265,Isangel,VU,2021-09-28 19:29:46,-19.55,169.2667,69.91,73,94,5.75
266,Olinda,BR,2021-09-28 19:29:47,-8.0089,-34.8553,78.53,65,40,18.41
267,College,US,2021-09-28 19:29:47,64.8569,-147.8028,30.2,80,40,0.0
268,Thompson,CA,2021-09-28 19:29:47,55.7435,-97.8558,64.56,48,20,8.05
269,Constitucion,CL,2021-09-28 19:28:20,-35.3333,-72.4167,60.93,50,0,9.26
270,Hervey Bay,AU,2021-09-28 19:29:48,-25.2986,152.8535,66.04,68,100,12.3
271,Bambous Virieux,MU,2021-09-28 19:24:51,-20.3428,57.7575,72.21,68,75,17.27
272,Serenje,ZM,2021-09-28 19:29:49,-13.2325,30.2352,74.41,36,94,0.72
273,Gat,IL,2021-09-28 19:29:49,31.61,34.7642,75.88,71,0,3.62
274,Huarmey,PE,2021-09-28 19:29:50,-10.0681,-78.1522,68.43,72,23,9.15
275,Altamira,BR,2021-09-28 19:27:45,-3.2033,-52.2064,86.09,66,40,3.44
276,Ilo,PE,2021-09-28 19:29:50,-17.6394,-71.3375,63.46,72,0,8.05
277,Ugoofaaru,MV,2021-09-28 19:26:19,5.6667,73.0,81.68,81,89,14.54
278,Brookhaven,US,2021-09-28 19:29:51,31.5791,-90.4407,83.35,82,100,5.48
279,Caxito,AO,2021-09-28 19:29:51,-8.5785,13.6643,75.85,82,100,6.76
280,Saldanha,ZA,2021-09-28 19:29:52,-33.0117,17.9442,57.25,84,0,21.65
281,Macapa,BR,2021-09-28 19:29:52,0.0389,-51.0664,93.18,38,20,9.22
282,Vadso,NO,2021-09-28 19:29:52,70.0744,29.7487,54.48,66,0,14.97
283,Nome,US,2021-09-28 19:26:06,64.5011,-165.4064,33.87,61,90,3.44
284,Mikkeli,FI,2021-09-28 19:29:53,61.6886,27.2723,45.14,93,90,2.3
285,Amalapuram,IN,2021-09-28 19:29:53,16.5833,82.0167,75.54,95,100,0.6
286,Qasigiannguit,GL,2021-09-28 19:29:54,68.8193,-51.1922,30.45,75,0,3.2
287,Morondava,MG,2021-09-28 19:28:53,-20.2833,44.2833,75.31,83,5,11.56
288,Meulaboh,ID,2021-09-28 19:28:37,4.1363,96.1285,75.36,91,100,5.86
289,Sola,VU,2021-09-28 19:26:52,-13.8833,167.55,78.91,83,100,17.11
290,Hamilton,US,2021-09-28 19:25:19,39.1834,-84.5333,85.21,59,1,1.01
291,Juneau,US,2021-09-28 19:29:55,58.3019,-134.4197,48.2,84,75,10.36
292,Tiarei,PF,2021-09-28 19:29:55,-17.5333,-149.3333,80.62,79,99,18.12
293,Santo Antonio Do Sudoeste,BR,2021-09-28 19:29:56,-26.0736,-53.7253,84.9,36,100,3.42
294,Bondo,CD,2021-09-28 19:29:56,3.8146,23.6866,68.31,99,61,1.14
295,Baykit,RU,2021-09-28 19:29:56,61.67,96.37,36.84,82,100,2.66
296,Heyang,CN,2021-09-28 19:29:57,26.1011,107.473,68.59,89,21,2.71
